DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,StudioApartment
27,2,63.598196394662615,32.5521342349919,0.0,5,5,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,203189.6361705761,1
121,2,55.212571898920714,32.2944309713568,11.0,7,16,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B,297720.313290514,0
23,2,65.63601526515494,32.5521342349919,1.0,5,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,151649.9711212688,0
74,1,48.401697567458726,21.66392883217304,1.0,16,18,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,161629.15875320745,0
27,3,68.59319365262235,46.96048008775954,1.0,12,12,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,209714.93980432328,0
13,2,60.84411049686902,36.17536996086953,10.0,7,17,1996,0.090799103,B,B,74,19083,2,900.0,5,15,B,273947.2936789109,0
134,1,41.80400682051236,21.66392883217304,1.0,8,17,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,110861.44872528256,0
84,3,73.34999392443494,46.799918514255545,9.0,2,17,2005,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,311640.0619635161,0
36,2,59.032699790044425,36.4828322161236,10.0,12,25,2004,0.08761909,B,B,8,1497,5,900.0,1,0,B,295553.17996266857,0
26,1,35.5200823398494,24.500852617247208,5.0,6,7,1968,0.0,B,B,36,6714,2,2672.0,0,2,B,164367.9234294062,0
148,2,42.6032683371491,32.385541348935305,5.0,4,5,1964,0.31392455199999997,B,B,22,4625,11,3855.0,2,10,B,190238.63837665785,0
99,6,59.41433379627719,38.70224443396038,6.0,7,9,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B,229661.9644160636,0
13,3,62.12908840412064,43.097441397545566,6.0,6,9,1983,0.090799103,B,B,74,19083,2,900.0,5,15,B,246196.0888625157,0
9,1,40.26425789706763,20.33091177648245,8.0,11,17,2006,0.161531741,B,B,25,5648,1,30.0,2,4,B,149310.09819835823,0
33,1,42.161574427391116,21.032161868591064,9.0,4,14,1973,0.051942062000000004,B,B,17,4017,7,800.0,2,0,B,218458.4329067004,0
8,2,43.943526050655,26.56620990433233,5.0,4,9,1971,0.458174486,B,A,26,4439,1,1130.0,1,5,B,202131.2625618946,0
1,3,84.79614423494006,46.96048008775954,1.0,13,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,270802.63649564463,0
27,1,58.290506434316775,21.66392883217304,1.0,2,6,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,151229.11765771938,0
27,2,63.4814059456361,37.626678715876615,0.0,14,17,2016,0.017647053,B,B,2,469,0,900.0,0,0,B,192308.7279386112,1
5,1,33.49271420216998,20.055743294324305,5.0,3,6,1963,0.150817539,B,B,16,3433,4,2643.0,4,5,B,128758.09300516301,0
27,3,86.10042872905808,46.96048008775954,1.0,7,9,2015,0.017647053,B,B,2,469,0,900.0,0,0,B,240645.0134685464,0
83,3,60.293527087886154,42.05894648810874,5.0,4,9,1974,0.100455735,B,B,43,7227,0,900.0,1,6,A,257783.6702755551,0
26,1,51.80848792718285,39.65998031251126,1.0,5,20,2013,0.0,B,B,36,6714,2,2672.0,0,2,B,262995.48476032424,0
23,2,68.96573876688166,66.22416863006757,1.0,12,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,184896.1368951622,0
27,2,86.0368624990711,53.30583037393483,1.0,3,22,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,265783.1209655207,0
46,1,32.37395088841864,19.456680977272487,6.0,10,12,1970,0.0,B,B,47,11319,0,1145.0,3,5,B,167457.38256865845,0
60,3,53.22032890289386,35.327803962158605,6.0,4,9,1969,0.007658515,B,B,35,7077,56,2301.0,3,19,B,254959.5538673809,0
23,2,62.270099586644285,32.5521342349919,1.0,9,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,166728.07020940213,0
30,3,84.82410368658871,46.96048008775954,1.0,19,23,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,236448.58001731648,0
1,3,84.81047935513917,46.96048008775954,1.0,13,20,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,269295.3402883531,0
30,2,65.21958354568197,40.40807575453288,10.0,4,25,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,358656.77254171437,0
3,3,58.418249775361176,43.678645607380666,6.0,5,9,1975,0.265088676,B,B,37,5288,0,1937.0,3,2,B,243600.64879066212,0
48,3,98.99490934081615,46.96048008775954,0.0,3,6,1977,0.041124634,B,B,46,9515,5,900.0,1,10,B,418817.004446064,1
6,1,39.37820661919247,24.397542419623854,1.0,6,17,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,121825.10771693016,0
84,1,43.12735661891193,24.49964112775412,8.0,12,14,1989,0.006076152,B,B,30,5285,0,645.0,6,6,B,210079.66895202376,0
23,1,121.98805184614504,21.66392883217304,1.0,2,2,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,273307.2490927096,0
101,2,43.59915912377025,33.84111314076314,4.0,2,5,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B,180026.27472052464,0
23,3,69.194052166181,65.14621514695543,1.0,12,17,2018,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,131225.01747435462,0
22,3,73.93021713152798,46.96048008775954,1.0,4,17,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,202717.17462047518,0
1,3,80.53661317784211,46.96048008775954,1.0,19,23,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,249063.80194817216,0
47,2,54.71634703449904,34.96533125607573,8.0,6,12,1982,0.101872465,B,B,23,4583,3,900.0,3,3,B,222907.7513803397,0
91,2,48.86169581102414,32.04899300399922,5.0,5,5,1968,0.333891544,B,B,30,6564,1,900.0,0,0,B,174349.01740647617,0
111,2,54.39289966861579,30.7920767153382,8.0,15,17,1990,0.0,B,B,36,6714,2,2672.0,0,2,B,214439.61236821147,0
9,3,76.88399160272425,49.27730404786369,10.0,16,17,1994,0.161531741,B,B,25,5648,1,30.0,2,4,B,275717.9809361376,0
101,2,60.92321654179011,31.41905916405805,10.0,9,17,1992,0.225824954,A,B,41,6558,7,1548.0,3,2,B,292432.963597857,0
21,3,62.05421879467927,39.21801141746342,7.0,5,9,1978,0.194489265,B,B,47,8004,3,125.0,3,5,B,240055.2793474645,0
34,1,38.23283865715625,23.687907171119736,10.0,19,23,1977,0.069753361,B,B,53,13670,4,900.0,1,11,B,190443.72365422206,0
27,2,60.452265464517204,36.62694853408837,10.0,5,5,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,210750.38621592725,0
121,1,39.10115085949453,21.621058284855863,8.0,8,16,1993,0.212515361,B,B,19,3293,16,628.0,3,7,B,219777.07338968164,0
29,2,46.129871669686786,32.03285297714677,5.0,6,7,1965,0.086885265,B,B,10,2277,2,1547.0,0,0,B,170158.20055369954,0
101,1,32.129547351185806,16.043996748955156,5.0,6,7,1968,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,142974.39817464075,0
32,2,47.109101450444854,32.35326856033246,6.0,4,9,1966,0.135649789,B,B,46,7960,6,350.0,3,11,B,233599.1159750625,0
24,1,34.9244066528689,24.54279008056759,5.0,4,5,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,174918.16637485664,0
39,1,34.3253289646916,21.04525167862302,9.0,14,18,1970,0.42882581799999997,B,B,25,5011,8,730.0,0,2,B,148532.76014617903,0
1,1,52.51385046681985,17.55843482606904,14.0,6,22,1977,0.014580716,B,B,3,760,1,900.0,0,0,B,101924.28348283118,0
6,2,60.25825773545176,32.5521342349919,1.0,5,17,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,169079.88108863262,0
2,2,59.88952052763016,34.15908920843639,8.0,12,14,2000,0.035145267,B,B,42,9292,3,2620.0,0,3,B,275986.1180244924,0
27,2,63.315827573248555,37.739640060633505,1.0,17,19,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,178431.3665928245,0
23,2,65.34460510575595,32.5521342349919,1.0,8,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,158694.33828508257,0
27,2,53.77799004017525,34.51283535958859,9.0,9,17,2012,0.011654127,B,B,4,915,0,900.0,0,0,B,102192.775958541,0
45,3,77.9515685621793,48.29642749004874,10.0,26,27,2017,0.195781053,B,B,23,5212,6,900.0,3,2,B,430244.25792268687,0
6,3,79.51681568648597,75.86777349358051,1.0,7,25,2016,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,206020.8096791159,0
11,3,60.79324417685827,42.067413620919815,6.0,3,9,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B,226708.40794031922,0
27,3,69.37824738761958,41.14372511762864,8.0,8,9,1984,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,207661.87079580888,0
33,1,32.4814265543118,21.66392883217304,0.0,10,10,1977,0.23610845800000002,B,B,16,3893,27,900.0,3,10,B,170842.81733150684,1
62,1,46.72204151915695,38.63829576065788,1.0,11,12,2018,0.072157581,B,B,2,629,1,900.0,0,0,A,133721.12171464573,0
27,2,59.73445413070453,32.5521342349919,0.0,5,5,1977,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,149782.29254658072,1
167,4,67.69011954986111,42.93744829499372,8.0,6,8,1951,0.174739084,B,B,17,3379,9,100.0,0,3,B,453286.7648404656,0
44,3,75.07983026555792,44.65283732765974,10.0,4,16,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B,348547.0765059305,0
47,2,53.93412395472786,33.07352771479862,8.0,6,12,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,229163.89883713226,0
62,2,80.48678079013256,32.5521342349919,1.0,4,16,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,193208.6130152475,0
8,1,41.241272026490414,19.273763788580478,9.0,2,16,1998,0.458174486,B,A,26,4439,1,1130.0,1,5,B,158608.1062489614,0
124,1,34.75892888192905,21.438017313649194,5.0,4,5,1967,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,152403.05258483446,0
27,1,38.54262970269917,23.87984430649881,10.0,14,17,2019,0.011654127,B,B,4,915,0,900.0,0,0,B,112741.9648063664,0
42,1,41.56840611788026,23.59233086914705,7.0,8,12,2007,0.158249043,B,B,21,5731,0,900.0,1,0,B,162194.8137813133,0
58,2,65.30982969009679,32.5521342349919,1.0,15,17,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,166809.66564165187,0
45,2,66.20448327956029,60.53823002331868,0.0,16,17,2015,0.195781053,B,B,23,5212,6,900.0,3,2,B,365391.0379398593,1
63,2,35.49478527499185,22.07807780595216,6.0,3,9,1966,0.23861713,B,B,26,3889,6,705.0,3,6,B,158848.16897259234,0
37,2,66.6829615440989,41.21660638621642,8.0,4,6,1960,0.122190486,B,B,25,4724,2,1308.0,1,3,B,286312.3892676643,0
21,3,78.39713620314673,46.23480796943496,10.0,6,12,1973,0.034331497,B,B,25,5487,3,900.0,0,4,B,368975.3489368432,0
1,2,58.575894059920884,32.82101333616012,10.0,9,17,1992,0.025609157,B,B,33,5261,0,240.0,3,1,B,208128.6585291297,0
61,2,63.73046083046466,32.11937805124226,12.0,4,17,2010,0.23220508399999998,B,B,24,4860,1,80.0,0,3,B,329910.44783508946,0
23,1,41.824246434196354,25.91303449684709,1.0,10,17,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,118652.8958650819,0
6,1,48.14264798587396,21.66392883217304,0.0,9,25,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,135164.78086817026,1
26,1,36.1019149582304,25.80481225120565,5.0,6,9,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B,169217.73274005795,0
52,2,51.814986195469295,33.988473214352034,8.0,9,12,1973,0.371148999,B,B,34,7065,1,750.0,2,5,B,71608.280722419,0
58,3,78.79352324547685,43.5949924889806,12.0,7,17,2003,0.050755569,B,B,24,5469,1,145.0,0,1,B,387845.7961878021,0
23,1,45.52600880310078,21.66392883217304,1.0,4,25,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,127298.6144362523,0
109,3,32.79522080939073,20.318924083964518,6.0,2,9,1979,0.1363303,B,B,30,6141,10,262.0,3,6,B,173602.70862850035,0
1,3,89.8820032796887,85.78390849760699,0.0,7,22,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,286808.8982953871,1
1,1,60.001130394327014,21.66392883217304,0.0,8,11,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,198345.4336420184,1
41,1,37.260634501617496,22.90437191245626,7.0,3,4,1958,0.127811589,B,B,28,7287,5,320.0,1,3,B,150018.55160553538,0
1,3,82.1310585235205,46.96048008775954,1.0,5,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,241187.2261115308,0
128,2,49.29091345640489,37.591192692353495,5.0,4,5,1977,0.041116354,B,B,53,14892,4,900.0,1,4,B,150891.28635652663,0
27,2,62.162500811152704,38.51400001824413,1.0,3,6,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,159797.94427250006,0
134,2,54.544761133212425,32.178671241897696,12.0,9,16,1977,0.015016891999999999,B,B,17,3079,59,2890.0,0,8,B,338317.8183033971,0
24,1,34.105731629446176,19.94876669801197,5.0,4,5,1962,0.111627393,B,B,50,12238,8,1970.0,2,3,B,159921.44102007255,0
157,2,51.02178985316074,31.32666020530867,7.0,7,8,1963,0.0,B,B,30,7538,87,4702.0,5,5,B,390535.4158607039,0
91,2,43.41332533443586,28.9709654231593,5.0,5,5,1961,0.333891544,B,B,30,6564,1,900.0,0,0,B,168109.64391686604,0
87,2,53.18503072277139,33.84145415411394,8.0,7,17,1998,0.100455735,B,B,43,7227,0,900.0,1,6,A,247923.16938811343,0
3,1,32.339677498465605,20.360930411215264,5.0,6,7,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B,144018.5840420304,0
23,1,34.632985797396195,21.457547528291464,1.0,4,8,2015,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,87806.95719931941,0
86,3,58.414035276046064,39.45523585216085,5.0,8,9,1969,0.16197556800000001,B,A,31,7010,5,4508.0,3,7,B,278126.82349321287,0
63,1,51.85061080335705,48.65069644324474,1.0,20,21,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B,290320.8724619723,0
1,3,80.3360478111111,49.77377850776046,12.0,8,12,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,259699.29771493532,0
34,1,41.533448719145625,24.836064865861765,8.0,5,9,1996,0.069753361,B,B,53,13670,4,900.0,1,11,B,206182.8391406605,0
37,2,41.63408324883848,24.42897009974336,6.0,7,14,1969,0.17891679600000002,B,B,18,3594,4,192.0,1,5,B,200428.0578977397,0
135,2,42.48528239366789,30.861650674614488,5.0,5,5,1965,0.007658515,B,B,35,7077,56,2301.0,3,19,B,200424.05295395112,0
27,1,49.58509667696148,20.74513710123201,1.0,10,14,2016,0.017647053,B,B,2,469,0,900.0,0,0,B,141619.45906022165,0
0,2,37.466149883400185,22.189794521271835,7.0,1,9,1970,0.319809354,B,B,25,4756,16,2857.0,5,8,B,149787.10433075693,0
27,2,41.79088124786744,32.5521342349919,0.0,13,16,1977,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,98129.97678757556,1
128,3,74.53842950574679,45.790681541125146,10.0,13,17,1977,0.0,B,B,27,4798,0,30.0,2,8,B,215723.70837090164,0
56,3,78.93258681249212,48.96360553066546,9.0,15,17,1988,0.0,B,B,23,5067,4,900.0,2,6,B,490169.7728107671,0
27,1,40.80492924199317,21.46497363618845,1.0,9,12,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,111874.54996714396,0
46,1,38.58023980534437,24.309660050817808,10.0,18,22,1986,0.18878376600000002,B,B,31,6137,4,900.0,0,1,B,185664.4005671588,0
4,1,29.4128728676612,17.685012886182555,4.0,1,8,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B,168150.1103617163,0
114,1,29.30055338443544,16.880437438128084,4.0,8,12,1965,0.327018035,B,B,12,2270,23,2500.0,1,0,B,198317.920494248,0
99,2,45.569138059994,28.509810227982715,8.0,12,14,1998,0.033493708,B,B,66,10573,1,1322.0,3,8,B,118629.68573048768,0
45,1,42.72581838492334,39.1129149019448,1.0,14,18,2013,0.195781053,B,B,23,5212,6,900.0,3,2,B,214595.46686507703,0
21,1,43.20870993589926,22.71745619671515,8.0,14,17,2006,0.194489265,B,B,47,8004,3,125.0,3,5,B,197079.41347756144,0
74,1,41.35262599002567,19.895076970555557,7.0,10,14,2005,0.371148999,B,B,34,7065,1,750.0,2,5,B,163088.78026012113,0
156,1,41.91090200876377,21.80131703241375,7.0,11,17,2004,0.007658515,B,B,35,7077,56,2301.0,3,19,B,254023.5400289195,0
3,2,45.669710522757576,30.75587871890919,6.0,6,12,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B,88274.23201979902,0
75,1,30.29894108112978,20.552831564472047,6.0,3,5,1967,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,143671.41691988747,0
45,3,76.01141607776776,74.0545656936196,1.0,7,25,2017,0.195781053,B,B,23,5212,6,900.0,3,2,B,417019.55705774185,0
47,3,64.46728306189073,50.40311413045354,7.0,17,19,1980,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,339782.21331546555,0
155,1,32.65194324846526,23.927309399685484,5.0,3,9,1967,0.042307270999999994,B,B,17,2810,9,4849.0,3,6,B,185878.37029917547,0
24,1,42.98754497027743,22.676708025066546,8.0,4,12,1982,0.111627393,B,B,50,12238,8,1970.0,2,3,B,191423.40581808265,0
11,3,64.67309833017733,43.098379762614364,7.0,2,12,1975,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,247249.090873168,0
75,2,46.935600320623465,29.740125802236662,5.0,5,5,1971,0.12209034699999999,B,B,29,6566,7,1894.0,4,0,B,186453.11160473505,0
11,1,36.931971103943305,20.722861301831628,8.0,5,5,1960,0.225824954,A,B,41,6558,7,1548.0,3,2,B,162912.19087885498,0
94,2,44.232090470748176,29.733351827954365,5.0,9,9,1975,0.521867054,B,B,25,6149,0,900.0,0,0,B,162229.26090110542,0
120,2,57.84972546163474,34.84230410180419,9.0,14,17,1998,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,240064.61710456977,0
57,2,55.20849185938816,34.03676142842411,9.0,11,17,2005,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,277415.99303267826,0
53,1,40.02811204385961,23.005795897115497,10.0,10,18,2017,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,187099.38086149027,0
47,2,45.07015838971486,30.578689795315448,5.0,3,5,1971,0.298204575,B,B,16,4048,3,900.0,1,3,B,184301.27957792804,0
59,2,49.79112227262518,33.62685896879445,6.0,7,9,1973,0.309479124,B,B,35,7715,4,990.0,0,6,B,186646.63780332074,0
23,3,70.72501770855479,69.25637063545672,0.0,1,9,2015,0.005767451,B,B,1,388,0,900.0,0,0,B,102837.71717560336,1
49,1,40.717643799440324,25.71410460835813,6.0,5,9,1970,0.020741326,B,B,24,5613,5,1340.0,2,5,B,172357.5987264799,0
1,2,52.65217691063994,32.5521342349919,1.0,14,17,1977,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,190205.81873130388,0
1,3,84.48607819315919,52.34501145566718,0.0,4,22,2016,0.0071223169999999995,B,B,1,264,0,900.0,0,1,B,264213.55863060657,1
19,1,33.50736549813837,21.33341625088943,5.0,7,9,1961,0.309479124,B,B,35,7715,4,990.0,0,6,B,153017.94491855532,0
29,1,35.23543046948644,22.00338836070161,9.0,4,9,1972,0.040242764,B,B,25,3478,11,2729.0,3,1,B,203629.57253165,0
17,2,42.97702903857268,25.341325169538536,7.0,3,12,1970,0.0,B,B,18,3374,5,620.0,1,2,B,239840.3232467307,0
9,2,55.892716215451095,32.25876452243268,9.0,4,17,2011,0.161531741,B,B,25,5648,1,30.0,2,4,B,206198.281666216,0
27,3,91.25601848625591,46.96048008775954,0.0,10,17,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,219223.2034156695,1
27,2,64.37272878163904,32.5521342349919,1.0,13,16,2015,0.017647053,B,B,2,469,0,900.0,0,0,B,184173.05360844824,0
29,2,46.541699270386964,28.70177723710674,5.0,2,5,1967,0.069660344,B,B,31,6119,4,900.0,1,2,B,180344.1641528418,0
88,2,44.147585590622384,29.84933240797687,6.0,7,9,1972,0.127375905,B,B,43,8429,3,900.0,3,9,B,91820.585612144,0
23,2,62.34847740489669,32.5521342349919,1.0,27,29,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,168381.12417950365,0
30,1,32.27174108223182,21.66392883217304,1.0,4,19,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,105921.01821045153,0
27,1,37.10928148790272,22.991785228268864,1.0,3,7,2019,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,109577.99678794974,0
28,2,66.04729692722464,35.48055270560949,12.0,2,17,2010,0.000995363,B,B,42,7651,1,900.0,1,5,B,323796.2651073197,0
23,3,68.89951999063085,42.688052757685725,1.0,10,10,2018,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,114572.11942627946,0
9,2,60.23152949053684,32.5521342349919,1.0,16,17,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,189988.8343799054,0
59,3,109.6989261856507,46.96048008775954,3.0,16,22,1977,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,524279.2401546735,0
109,1,39.72975881021738,21.938367551874308,8.0,8,17,1996,0.1363303,B,B,30,6141,10,262.0,3,6,B,253399.89370127863,0
77,2,53.104258934199905,30.98295140574678,7.0,14,18,1974,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,205321.62054357227,0
41,2,47.15228211524093,31.05644193741189,5.0,10,10,1971,0.175054867,B,B,36,10055,3,900.0,1,0,B,199659.678032164,0
9,2,55.14704975314087,32.21335835624112,9.0,8,17,1994,0.069753361,B,B,53,13670,4,900.0,1,11,B,242848.6999394827,0
38,3,101.45210913241564,59.87791020005949,10.0,11,12,2019,0.060753049,B,B,15,2787,2,520.0,0,7,B,437797.9266660924,0
9,3,73.01125384224548,47.252696014612,9.0,6,10,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B,249049.75906913079,0
27,1,49.75924358228402,47.971466644859284,1.0,6,7,2015,0.017647053,B,B,2,469,0,900.0,0,0,B,137288.8286029397,0
46,1,31.185204217209158,16.78988309420481,6.0,7,12,1972,0.0,B,B,47,11319,0,1145.0,3,5,B,66831.9943697657,0
167,1,34.01336795645135,17.92005931155229,10.0,13,16,1968,0.174739084,B,B,17,3379,9,100.0,0,3,B,220414.15856675667,0
41,2,47.93664758697404,29.38783062716553,6.0,3,9,1976,0.036122292,B,B,24,4378,0,1036.0,1,1,B,210694.85010626406,0
81,3,76.25149203684015,47.22813752214122,8.0,10,11,1955,0.319809354,B,B,25,4756,16,2857.0,5,8,B,411442.8363471747,0
91,3,59.27466347080183,45.09038852598462,5.0,6,7,1963,0.000995363,B,B,42,7651,1,900.0,1,5,B,192993.25647502727,0
21,1,30.759094727564783,19.461079890497533,5.0,6,9,1970,0.194489265,B,B,47,8004,3,125.0,3,5,B,144418.5360803177,0
6,1,41.585375846001156,21.66392883217304,1.0,19,23,2014,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,127068.21589272875,0
41,2,44.14997271013285,30.268336646534728,5.0,6,9,1978,0.036122292,B,B,24,4378,0,1036.0,1,1,B,210944.1130212345,0
96,1,39.97450586015302,21.72452838119052,7.0,10,14,2003,0.041116354,B,B,53,14892,4,900.0,1,4,B,164223.49932271548,0
23,2,52.418335497174425,32.5521342349919,0.0,9,12,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,120430.8706355342,1
13,3,84.68268143761345,45.310545816257026,12.0,6,15,2004,0.090799103,B,B,74,19083,2,900.0,5,15,B,368262.01542615576,0
2,2,77.43756504579363,38.80484132623575,12.0,13,14,1977,0.035145267,B,B,42,9292,3,2620.0,0,3,B,505102.5379650004,0
92,2,42.44874765958794,24.556579239841145,7.0,9,12,1973,0.460556389,B,B,20,4386,14,900.0,1,5,B,211672.68392243687,0
47,3,76.62478955105055,46.19875217304942,9.0,7,22,1985,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,319240.30342226464,0
145,1,39.32980060259095,20.02420198001321,6.0,4,17,2005,0.24603154800000002,B,A,22,3151,4,2715.0,3,3,B,184778.47325243862,0
52,1,31.87343112109241,22.36312717617991,6.0,2,4,1962,0.371148999,B,B,34,7065,1,750.0,2,5,B,130365.02686904301,0
9,3,50.30629376229261,39.30982510981863,6.0,10,10,1975,0.13012277,B,B,8,1986,0,900.0,0,0,B,169372.16754177745,0
58,2,55.69117730915346,32.5521342349919,0.0,9,17,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,145198.81031396185,1
13,1,37.41933331496213,18.747775169861047,10.0,9,17,2001,0.090799103,B,B,74,19083,2,900.0,5,15,B,199338.2260300992,0
52,2,43.532464713537465,23.610103729112268,6.0,3,12,1972,0.371148999,B,B,34,7065,1,750.0,2,5,B,152737.98484700854,0
94,1,35.81547646722722,22.301367212492828,6.0,9,9,1975,0.127375905,B,B,43,8429,3,900.0,3,9,B,177685.62748649114,0
30,1,53.191794192478035,32.95602229265507,10.0,15,17,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,125239.37940017715,0
29,1,31.355779757305413,22.85838764343867,5.0,5,5,1967,0.069660344,B,B,31,6119,4,900.0,1,2,B,142722.43240392837,0
18,2,54.48206651998316,31.24345244344681,8.0,12,14,1989,0.0,B,B,30,5562,0,900.0,0,5,A,210061.0815243353,0
30,2,63.47431051942566,39.32675752428213,1.0,2,24,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,183096.57730249545,0
21,1,37.57287309620049,23.111218325267462,6.0,5,6,1962,0.034331497,B,B,25,5487,3,900.0,0,4,B,178032.89265551203,0
23,1,44.10756497184266,21.66392883217304,1.0,6,25,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,158818.81557062425,0
9,1,44.109740494246864,21.535444918003634,8.0,12,14,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B,143235.98152799992,0
123,2,47.23444591252422,31.848999343783746,6.0,2,12,1980,0.0,B,B,47,11319,0,1145.0,3,5,B,153924.16235180062,0
11,3,60.63420054465988,43.754993624424245,6.0,9,9,1969,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,230387.66550946306,0
47,1,41.046010046263255,21.66392883217304,1.0,7,17,1977,0.197367951,B,B,8,2423,1,32.0,0,1,B,122712.5311303349,0
99,1,25.449553583451728,16.828670747638856,5.0,3,9,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B,140085.34958933765,0
77,3,61.7603341586137,37.22158254149696,5.0,8,9,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,279593.62869825674,0
77,1,38.50541669818168,25.63626519010819,7.0,12,12,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,174776.0316673406,0
29,1,30.58943488297145,15.242663706285756,5.0,5,5,1966,0.069660344,B,B,31,6119,4,900.0,1,2,B,154913.04854287536,0
96,1,39.14621426577936,23.147186543824606,8.0,10,10,2001,0.041116354,B,B,53,14892,4,900.0,1,4,B,177723.74136466318,0
29,2,40.12764317319436,24.73330015939952,7.0,9,9,1964,0.069660344,B,B,31,6119,4,900.0,1,2,B,180695.94932273027,0
27,3,71.16051032892688,46.96048008775954,0.0,9,13,1977,0.21140121399999998,B,B,9,1892,0,900.0,0,1,B,164629.19084007578,1
